"","area_code","year","item_code","source_code","value","element","item","area","source"
"352",162,2020,15,54,8275,"Import Quantity","Wheat","Norway","Denmark"
"353",173,2020,15,54,32728,"Import Quantity","Wheat","Poland","Denmark"
"354",174,2020,15,54,92187,"Import Quantity","Wheat","Portugal","Denmark"
"355",203,2020,15,54,123183,"Import Quantity","Wheat","Spain","Denmark"
"356",210,2020,15,54,7965,"Import Quantity","Wheat","Sweden","Denmark"
"357",216,2020,15,54,0,"Import Quantity","Wheat","Thailand","Denmark"
"358",229,2020,15,54,130655,"Import Quantity","Wheat","United Kingdom of Great Britain and Northern Ireland","Denmark"
"359",255,2020,15,59,0,"Import Quantity","Wheat","Belgium","Egypt"
"360",29,2020,15,59,2,"Import Quantity","Wheat","Burundi","Egypt"
"361",40,2020,15,59,2,"Import Quantity","Wheat","Chile","Egypt"
"362",110,2020,15,59,2,"Import Quantity","Wheat","Japan","Egypt"
"363",117,2020,15,59,0,"Import Quantity","Wheat","Republic of Korea","Egypt"
"364",194,2020,15,59,2,"Import Quantity","Wheat","Saudi Arabia","Egypt"
"365",229,2020,15,59,0,"Import Quantity","Wheat","United Kingdom of Great Britain and Northern Ireland","Egypt"
"366",89,2020,15,60,735,"Import Quantity","Wheat","Guatemala","El Salvador"
"367",157,2020,15,60,907,"Import Quantity","Wheat","Nicaragua","El Salvador"
"368",4,2020,15,63,28400,"Import Quantity","Wheat","Algeria","Estonia"
"369",29,2020,15,63,13670,"Import Quantity","Wheat","Burundi","Estonia"
"370",167,2020,15,63,48,"Import Quantity","Wheat","Czechia","Estonia"
"371",54,2020,15,63,4561,"Import Quantity","Wheat","Denmark","Estonia"
"372",67,2020,15,63,37,"Import Quantity","Wheat","Finland","Estonia"
"373",79,2020,15,63,4505,"Import Quantity","Wheat","Germany","Estonia"
"374",104,2020,15,63,7350,"Import Quantity","Wheat","Ireland","Estonia"
"375",114,2020,15,63,48255,"Import Quantity","Wheat","Kenya","Estonia"
"376",119,2020,15,63,30401,"Import Quantity","Wheat","Latvia","Estonia"
"377",126,2020,15,63,5644,"Import Quantity","Wheat","Lithuania","Estonia"
"378",136,2020,15,63,27238,"Import Quantity","Wheat","Mauritania","Estonia"
"379",143,2020,15,63,211206,"Import Quantity","Wheat","Morocco","Estonia"
"380",150,2020,15,63,84198,"Import Quantity","Wheat","Netherlands","Estonia"
"381",162,2020,15,63,4202,"Import Quantity","Wheat","Norway","Estonia"
"382",174,2020,15,63,5896,"Import Quantity","Wheat","Portugal","Estonia"
"383",117,2020,15,63,60400,"Import Quantity","Wheat","Republic of Korea","Estonia"
"384",194,2020,15,63,66000,"Import Quantity","Wheat","Saudi Arabia","Estonia"
"385",223,2020,15,63,76999,"Import Quantity","Wheat","Turkey","Estonia"
"386",226,2020,15,63,7600,"Import Quantity","Wheat","Uganda","Estonia"
"387",229,2020,15,63,23363,"Import Quantity","Wheat","United Kingdom of Great Britain and Northern Ireland","Estonia"
"388",202,2020,15,209,0,"Import Quantity","Wheat","South Africa","Eswatini"
"389",150,2020,15,238,0,"Import Quantity","Wheat","Netherlands","Ethiopia"
"390",159,2020,15,238,0,"Import Quantity","Wheat","Nigeria","Ethiopia"
"391",162,2020,15,238,2,"Import Quantity","Wheat","Norway","Ethiopia"
"392",255,2020,15,67,1,"Import Quantity","Wheat","Belgium","Finland"
"393",40,2020,15,67,0,"Import Quantity","Wheat","Chile","Finland"
"394",63,2020,15,67,345,"Import Quantity","Wheat","Estonia","Finland"
"395",68,2020,15,67,0,"Import Quantity","Wheat","France","Finland"
"396",79,2020,15,67,6006,"Import Quantity","Wheat","Germany","Finland"
"397",99,2020,15,67,15,"Import Quantity","Wheat","Iceland","Finland"
"398",105,2020,15,67,0,"Import Quantity","Wheat","Israel","Finland"
"399",119,2020,15,67,14938,"Import Quantity","Wheat","Latvia","Finland"
"400",256,2020,15,67,0,"Import Quantity","Wheat","Luxembourg","Finland"
"401",143,2020,15,67,32992,"Import Quantity","Wheat","Morocco","Finland"
"402",150,2020,15,67,21014,"Import Quantity","Wheat","Netherlands","Finland"
"403",156,2020,15,67,1,"Import Quantity","Wheat","New Zealand","Finland"
"404",162,2020,15,67,10086,"Import Quantity","Wheat","Norway","Finland"
"405",173,2020,15,67,19077,"Import Quantity","Wheat","Poland","Finland"
"406",174,2020,15,67,6050,"Import Quantity","Wheat","Portugal","Finland"
"407",185,2020,15,67,0,"Import Quantity","Wheat","Russian Federation","Finland"
"408",202,2020,15,67,21853,"Import Quantity","Wheat","South Africa","Finland"
"409",203,2020,15,67,20726,"Import Quantity","Wheat","Spain","Finland"
"410",210,2020,15,67,3,"Import Quantity","Wheat","Sweden","Finland"
"411",229,2020,15,67,12111,"Import Quantity","Wheat","United Kingdom of Great Britain and Northern Ireland","Finland"
"412",231,2020,15,67,0,"Import Quantity","Wheat","United States of America","Finland"
"413",3,2020,15,68,4385,"Import Quantity","Wheat","Albania","France"
"414",4,2020,15,68,3888370,"Import Quantity","Wheat","Algeria","France"
"415",7,2020,15,68,296550,"Import Quantity","Wheat","Angola","France"
"416",9,2020,15,68,4,"Import Quantity","Wheat","Argentina","France"
"417",11,2020,15,68,57,"Import Quantity","Wheat","Austria","France"
"418",57,2020,15,68,48,"Import Quantity","Wheat","Belarus","France"
"419",255,2020,15,68,2024458,"Import Quantity","Wheat","Belgium","France"
"420",21,2020,15,68,90,"Import Quantity","Wheat","Brazil","France"
"421",27,2020,15,68,678,"Import Quantity","Wheat","Bulgaria","France"
"422",233,2020,15,68,156830,"Import Quantity","Wheat","Burkina Faso","France"
"423",35,2020,15,68,2677,"Import Quantity","Wheat","Cabo Verde","France"
"424",32,2020,15,68,242853,"Import Quantity","Wheat","Cameroon","France"
"425",40,2020,15,68,10,"Import Quantity","Wheat","Chile","France"
"426",96,2020,15,68,0,"Import Quantity","Wheat","China, Hong Kong SAR","France"
"427",41,2020,15,68,2541843,"Import Quantity","Wheat","China, mainland","France"
"428",214,2020,15,68,333,"Import Quantity","Wheat","China, Taiwan Province of","France"
"429",46,2020,15,68,41970,"Import Quantity","Wheat","Congo","France"
"430",107,2020,15,68,583520,"Import Quantity","Wheat","Cote dIvoire","France"
"431",98,2020,15,68,51,"Import Quantity","Wheat","Croatia","France"
"432",49,2020,15,68,268200,"Import Quantity","Wheat","Cuba","France"
"433",50,2020,15,68,6601,"Import Quantity","Wheat","Cyprus","France"
"434",167,2020,15,68,573,"Import Quantity","Wheat","Czechia","France"
"435",250,2020,15,68,61530,"Import Quantity","Wheat","Democratic Republic of the Congo","France"
"436",54,2020,15,68,5470,"Import Quantity","Wheat","Denmark","France"
"437",59,2020,15,68,746567,"Import Quantity","Wheat","Egypt","France"
"438",63,2020,15,68,25,"Import Quantity","Wheat","Estonia","France"
"439",67,2020,15,68,2700,"Import Quantity","Wheat","Finland","France"
"440",70,2020,15,68,2,"Import Quantity","Wheat","French Polynesia","France"
"441",74,2020,15,68,95831,"Import Quantity","Wheat","Gabon","France"
"442",75,2020,15,68,24855,"Import Quantity","Wheat","Gambia","France"
"443",79,2020,15,68,343222,"Import Quantity","Wheat","Germany","France"
"444",81,2020,15,68,49200,"Import Quantity","Wheat","Ghana","France"
"445",84,2020,15,68,77805,"Import Quantity","Wheat","Greece","France"
"446",90,2020,15,68,6600,"Import Quantity","Wheat","Guinea","France"
"447",97,2020,15,68,1581,"Import Quantity","Wheat","Hungary","France"
"448",102,2020,15,68,0,"Import Quantity","Wheat","Iran (Islamic Republic of)","France"
"449",104,2020,15,68,47934,"Import Quantity","Wheat","Ireland","France"
"450",105,2020,15,68,6219,"Import Quantity","Wheat","Israel","France"
"451",106,2020,15,68,1164703,"Import Quantity","Wheat","Italy","France"
"452",110,2020,15,68,6950,"Import Quantity","Wheat","Japan","France"
"453",119,2020,15,68,13968,"Import Quantity","Wheat","Latvia","France"
"454",121,2020,15,68,2,"Import Quantity","Wheat","Lebanon","France"
"455",124,2020,15,68,8800,"Import Quantity","Wheat","Libya","France"
"456",126,2020,15,68,28,"Import Quantity","Wheat","Lithuania","France"
"457",256,2020,15,68,76114,"Import Quantity","Wheat","Luxembourg","France"
"458",133,2020,15,68,215577,"Import Quantity","Wheat","Mali","France"
"459",136,2020,15,68,250710,"Import Quantity","Wheat","Mauritania","France"
"460",137,2020,15,68,87152,"Import Quantity","Wheat","Mauritius","France"
"461",138,2020,15,68,93818,"Import Quantity","Wheat","Mexico","France"
"462",273,2020,15,68,10500,"Import Quantity","Wheat","Montenegro","France"
"463",143,2020,15,68,1715347,"Import Quantity","Wheat","Morocco","France"
"464",150,2020,15,68,1716601,"Import Quantity","Wheat","Netherlands","France"
"465",153,2020,15,68,3430,"Import Quantity","Wheat","New Caledonia","France"
"466",159,2020,15,68,46804,"Import Quantity","Wheat","Nigeria","France"
"467",162,2020,15,68,3640,"Import Quantity","Wheat","Norway","France"
"468",165,2020,15,68,65470,"Import Quantity","Wheat","Pakistan","France"
"469",170,2020,15,68,42,"Import Quantity","Wheat","Peru","France"
"470",171,2020,15,68,40375,"Import Quantity","Wheat","Philippines","France"
"471",173,2020,15,68,18544,"Import Quantity","Wheat","Poland","France"
"472",174,2020,15,68,620228,"Import Quantity","Wheat","Portugal","France"
"473",179,2020,15,68,0,"Import Quantity","Wheat","Qatar","France"
"474",117,2020,15,68,1623,"Import Quantity","Wheat","Republic of Korea","France"
"475",183,2020,15,68,741,"Import Quantity","Wheat","Romania","France"
"476",185,2020,15,68,30,"Import Quantity","Wheat","Russian Federation","France"
"477",189,2020,15,68,850,"Import Quantity","Wheat","Saint Lucia","France"
"478",194,2020,15,68,86121,"Import Quantity","Wheat","Saudi Arabia","France"
"479",195,2020,15,68,240013,"Import Quantity","Wheat","Senegal","France"
"480",272,2020,15,68,350,"Import Quantity","Wheat","Serbia","France"
"481",200,2020,15,68,546,"Import Quantity","Wheat","Singapore","France"
"482",199,2020,15,68,442,"Import Quantity","Wheat","Slovakia","France"
"483",198,2020,15,68,25,"Import Quantity","Wheat","Slovenia","France"
"484",203,2020,15,68,1219871,"Import Quantity","Wheat","Spain","France"
"485",210,2020,15,68,17773,"Import Quantity","Wheat","Sweden","France"
"486",211,2020,15,68,149945,"Import Quantity","Wheat","Switzerland","France"
"487",222,2020,15,68,61943,"Import Quantity","Wheat","Tunisia","France"
"488",223,2020,15,68,39,"Import Quantity","Wheat","Turkey","France"
"489",230,2020,15,68,4,"Import Quantity","Wheat","Ukraine","France"
"490",229,2020,15,68,120852,"Import Quantity","Wheat","United Kingdom of Great Britain and Northern Ireland","France"
"491",231,2020,15,68,33019,"Import Quantity","Wheat","United States of America","France"
"492",234,2020,15,68,6,"Import Quantity","Wheat","Uruguay","France"
"493",237,2020,15,68,703,"Import Quantity","Wheat","Viet Nam","France"
"494",249,2020,15,68,169255,"Import Quantity","Wheat","Yemen","France"
"495",52,2020,15,73,24,"Import Quantity","Wheat","Azerbaijan","Georgia"
"496",4,2020,15,79,897105,"Import Quantity","Wheat","Algeria","Germany"
"497",7,2020,15,79,12000,"Import Quantity","Wheat","Angola","Germany"
"498",11,2020,15,79,29377,"Import Quantity","Wheat","Austria","Germany"
"499",52,2020,15,79,4,"Import Quantity","Wheat","Azerbaijan","Germany"
"500",57,2020,15,79,1034,"Import Quantity","Wheat","Belarus","Germany"
"501",255,2020,15,79,743721,"Import Quantity","Wheat","Belgium","Germany"
"502",80,2020,15,79,3,"Import Quantity","Wheat","Bosnia and Herzegovina","Germany"
"503",27,2020,15,79,32,"Import Quantity","Wheat","Bulgaria","Germany"
"504",40,2020,15,79,19,"Import Quantity","Wheat","Chile","Germany"
"505",44,2020,15,79,1,"Import Quantity","Wheat","Colombia","Germany"
"506",98,2020,15,79,7,"Import Quantity","Wheat","Croatia","Germany"
"507",49,2020,15,79,94250,"Import Quantity","Wheat","Cuba","Germany"
"508",50,2020,15,79,4,"Import Quantity","Wheat","Cyprus","Germany"
"509",167,2020,15,79,2861,"Import Quantity","Wheat","Czechia","Germany"
"510",250,2020,15,79,52000,"Import Quantity","Wheat","Democratic Republic of the Congo","Germany"
"511",54,2020,15,79,33573,"Import Quantity","Wheat","Denmark","Germany"
"512",56,2020,15,79,6,"Import Quantity","Wheat","Dominican Republic","Germany"
"513",63,2020,15,79,10,"Import Quantity","Wheat","Estonia","Germany"
"514",67,2020,15,79,45,"Import Quantity","Wheat","Finland","Germany"
"515",68,2020,15,79,128390,"Import Quantity","Wheat","France","Germany"
"516",84,2020,15,79,24941,"Import Quantity","Wheat","Greece","Germany"
"517",90,2020,15,79,201153,"Import Quantity","Wheat","Guinea","Germany"
"518",97,2020,15,79,1073,"Import Quantity","Wheat","Hungary","Germany"
"519",99,2020,15,79,4947,"Import Quantity","Wheat","Iceland","Germany"
"520",102,2020,15,79,1163385,"Import Quantity","Wheat","Iran (Islamic Republic of)","Germany"
"521",104,2020,15,79,208,"Import Quantity","Wheat","Ireland","Germany"
"522",105,2020,15,79,394,"Import Quantity","Wheat","Israel","Germany"
"523",106,2020,15,79,302494,"Import Quantity","Wheat","Italy","Germany"
"524",109,2020,15,79,0,"Import Quantity","Wheat","Jamaica","Germany"
"525",110,2020,15,79,10,"Import Quantity","Wheat","Japan","Germany"
"526",108,2020,15,79,10,"Import Quantity","Wheat","Kazakhstan","Germany"
"527",114,2020,15,79,205656,"Import Quantity","Wheat","Kenya","Germany"
"528",118,2020,15,79,29,"Import Quantity","Wheat","Kuwait","Germany"
"529",119,2020,15,79,230,"Import Quantity","Wheat","Latvia","Germany"
"530",122,2020,15,79,6000,"Import Quantity","Wheat","Lesotho","Germany"
"531",123,2020,15,79,6000,"Import Quantity","Wheat","Liberia","Germany"
"532",124,2020,15,79,5600,"Import Quantity","Wheat","Libya","Germany"
"533",126,2020,15,79,483,"Import Quantity","Wheat","Lithuania","Germany"
"534",256,2020,15,79,22334,"Import Quantity","Wheat","Luxembourg","Germany"
"535",136,2020,15,79,29571,"Import Quantity","Wheat","Mauritania","Germany"
"536",137,2020,15,79,39350,"Import Quantity","Wheat","Mauritius","Germany"
"537",143,2020,15,79,394800,"Import Quantity","Wheat","Morocco","Germany"
"538",144,2020,15,79,20900,"Import Quantity","Wheat","Mozambique","Germany"
"539",147,2020,15,79,12000,"Import Quantity","Wheat","Namibia","Germany"
"540",150,2020,15,79,1306349,"Import Quantity","Wheat","Netherlands","Germany"
"541",159,2020,15,79,314683,"Import Quantity","Wheat","Nigeria","Germany"
"542",162,2020,15,79,95038,"Import Quantity","Wheat","Norway","Germany"
"543",221,2020,15,79,67535,"Import Quantity","Wheat","Oman","Germany"
"544",165,2020,15,79,246750,"Import Quantity","Wheat","Pakistan","Germany"
"545",173,2020,15,79,58980,"Import Quantity","Wheat","Poland","Germany"
"546",174,2020,15,79,27643,"Import Quantity","Wheat","Portugal","Germany"
"547",117,2020,15,79,185,"Import Quantity","Wheat","Republic of Korea","Germany"
"548",146,2020,15,79,47,"Import Quantity","Wheat","Republic of Moldova","Germany"
"549",183,2020,15,79,442,"Import Quantity","Wheat","Romania","Germany"
"550",185,2020,15,79,558,"Import Quantity","Wheat","Russian Federation","Germany"
"551",194,2020,15,79,325525,"Import Quantity","Wheat","Saudi Arabia","Germany"
"552",272,2020,15,79,18,"Import Quantity","Wheat","Serbia","Germany"
"553",200,2020,15,79,35,"Import Quantity","Wheat","Singapore","Germany"
"554",199,2020,15,79,101,"Import Quantity","Wheat","Slovakia","Germany"
"555",198,2020,15,79,49,"Import Quantity","Wheat","Slovenia","Germany"
"556",202,2020,15,79,253672,"Import Quantity","Wheat","South Africa","Germany"
"557",203,2020,15,79,154920,"Import Quantity","Wheat","Spain","Germany"
"558",276,2020,15,79,271157,"Import Quantity","Wheat","Sudan","Germany"
"559",207,2020,15,79,15954,"Import Quantity","Wheat","Suriname","Germany"
"560",210,2020,15,79,17963,"Import Quantity","Wheat","Sweden","Germany"
"561",211,2020,15,79,145115,"Import Quantity","Wheat","Switzerland","Germany"
"562",216,2020,15,79,2,"Import Quantity","Wheat","Thailand","Germany"
"563",223,2020,15,79,424068,"Import Quantity","Wheat","Turkey","Germany"
"564",226,2020,15,79,63893,"Import Quantity","Wheat","Uganda","Germany"
"565",230,2020,15,79,707,"Import Quantity","Wheat","Ukraine","Germany"
"566",225,2020,15,79,2,"Import Quantity","Wheat","United Arab Emirates","Germany"
"567",229,2020,15,79,997685,"Import Quantity","Wheat","United Kingdom of Great Britain and Northern Ireland","Germany"
"568",215,2020,15,79,34200,"Import Quantity","Wheat","United Republic of Tanzania","Germany"
"569",231,2020,15,79,125,"Import Quantity","Wheat","United States of America","Germany"
"570",237,2020,15,79,110,"Import Quantity","Wheat","Viet Nam","Germany"
"571",255,2020,15,81,1,"Import Quantity","Wheat","Belgium","Ghana"
"572",33,2020,15,81,2,"Import Quantity","Wheat","Canada","Ghana"
"573",225,2020,15,81,25,"Import Quantity","Wheat","United Arab Emirates","Ghana"
"574",229,2020,15,81,5,"Import Quantity","Wheat","United Kingdom of Great Britain and Northern Ireland","Ghana"
"575",3,2020,15,84,881,"Import Quantity","Wheat","Albania","Greece"
"576",27,2020,15,84,979,"Import Quantity","Wheat","Bulgaria","Greece"
"577",50,2020,15,84,2620,"Import Quantity","Wheat","Cyprus","Greece"
"578",63,2020,15,84,1909,"Import Quantity","Wheat","Estonia","Greece"
"579",68,2020,15,84,0,"Import Quantity","Wheat","France","Greece"
"580",73,2020,15,84,23,"Import Quantity","Wheat","Georgia","Greece"
"581",79,2020,15,84,2,"Import Quantity","Wheat","Germany","Greece"
"582",103,2020,15,84,0,"Import Quantity","Wheat","Iraq","Greece"
"583",104,2020,15,84,0,"Import Quantity","Wheat","Ireland","Greece"
"584",106,2020,15,84,216805,"Import Quantity","Wheat","Italy","Greece"
"585",134,2020,15,84,1,"Import Quantity","Wheat","Malta","Greece"
"586",154,2020,15,84,530,"Import Quantity","Wheat","North Macedonia","Greece"
"587",173,2020,15,84,0,"Import Quantity","Wheat","Poland","Greece"
"588",183,2020,15,84,309,"Import Quantity","Wheat","Romania","Greece"
"589",272,2020,15,84,1,"Import Quantity","Wheat","Serbia","Greece"
"590",202,2020,15,84,0,"Import Quantity","Wheat","South Africa","Greece"
"591",222,2020,15,84,62873,"Import Quantity","Wheat","Tunisia","Greece"
"592",231,2020,15,89,0,"Import Quantity","Wheat","United States of America","Guatemala"
"593",255,2020,15,90,0,"Import Quantity","Wheat","Belgium","Guinea"
"594",3,2020,15,97,2273,"Import Quantity","Wheat","Albania","Hungary"
"595",11,2020,15,97,488332,"Import Quantity","Wheat","Austria","Hungary"
"596",80,2020,15,97,182429,"Import Quantity","Wheat","Bosnia and Herzegovina","Hungary"
"597",27,2020,15,97,10369,"Import Quantity","Wheat","Bulgaria","Hungary"
"598",98,2020,15,97,100266,"Import Quantity","Wheat","Croatia","Hungary"
"599",167,2020,15,97,812,"Import Quantity","Wheat","Czechia","Hungary"
"600",68,2020,15,97,4116,"Import Quantity","Wheat","France","Hungary"
"601",79,2020,15,97,135115,"Import Quantity","Wheat","Germany","Hungary"
"602",84,2020,15,97,28907,"Import Quantity","Wheat","Greece","Hungary"
"603",102,2020,15,97,45,"Import Quantity","Wheat","Iran (Islamic Republic of)","Hungary"
"604",105,2020,15,97,482,"Import Quantity","Wheat","Israel","Hungary"
"605",106,2020,15,97,1219130,"Import Quantity","Wheat","Italy","Hungary"
"606",126,2020,15,97,3,"Import Quantity","Wheat","Lithuania","Hungary"
"607",256,2020,15,97,92,"Import Quantity","Wheat","Luxembourg","Hungary"
"608",134,2020,15,97,7972,"Import Quantity","Wheat","Malta","Hungary"
"609",150,2020,15,97,18437,"Import Quantity","Wheat","Netherlands","Hungary"
"610",154,2020,15,97,9656,"Import Quantity","Wheat","North Macedonia","Hungary"
"611",173,2020,15,97,14096,"Import Quantity","Wheat","Poland","Hungary"
"612",146,2020,15,97,45,"Import Quantity","Wheat","Republic of Moldova","Hungary"
"613",183,2020,15,97,661097,"Import Quantity","Wheat","Romania","Hungary"
"614",272,2020,15,97,17575,"Import Quantity","Wheat","Serbia","Hungary"
"615",199,2020,15,97,2770,"Import Quantity","Wheat","Slovakia","Hungary"
"616",198,2020,15,97,74209,"Import Quantity","Wheat","Slovenia","Hungary"
"617",211,2020,15,97,1083,"Import Quantity","Wheat","Switzerland","Hungary"
"618",223,2020,15,97,8,"Import Quantity","Wheat","Turkey","Hungary"
"619",230,2020,15,97,0,"Import Quantity","Wheat","Ukraine","Hungary"
"620",2,2020,15,100,55584,"Import Quantity","Wheat","Afghanistan","India"
"621",7,2020,15,100,14,"Import Quantity","Wheat","Angola","India"
"622",10,2020,15,100,5,"Import Quantity","Wheat","Australia","India"
"623",13,2020,15,100,583,"Import Quantity","Wheat","Bahrain","India"
"624",16,2020,15,100,378760,"Import Quantity","Wheat","Bangladesh","India"
"625",18,2020,15,100,2310,"Import Quantity","Wheat","Bhutan","India"
"626",26,2020,15,100,0,"Import Quantity","Wheat","Brunei Darussalam","India"
"627",29,2020,15,100,3,"Import Quantity","Wheat","Burundi","India"
"628",115,2020,15,100,358,"Import Quantity","Wheat","Cambodia","India"
"629",33,2020,15,100,5,"Import Quantity","Wheat","Canada","India"
"630",96,2020,15,100,24,"Import Quantity","Wheat","China, Hong Kong SAR","India"
"631",214,2020,15,100,25,"Import Quantity","Wheat","China, Taiwan Province of","India"
"632",46,2020,15,100,1,"Import Quantity","Wheat","Congo","India"
"633",107,2020,15,100,26,"Import Quantity","Wheat","Cote dIvoire","India"
"634",116,2020,15,100,571,"Import Quantity","Wheat","Democratic Peoples Republic of Korea","India"
"635",250,2020,15,100,1,"Import Quantity","Wheat","Democratic Republic of the Congo","India"
"636",54,2020,15,100,0,"Import Quantity","Wheat","Denmark","India"
"637",61,2020,15,100,2,"Import Quantity","Wheat","Equatorial Guinea","India"
"638",68,2020,15,100,679,"Import Quantity","Wheat","France","India"
"639",75,2020,15,100,3,"Import Quantity","Wheat","Gambia","India"
"640",79,2020,15,100,0,"Import Quantity","Wheat","Germany","India"
"641",81,2020,15,100,61,"Import Quantity","Wheat","Ghana","India"
"642",90,2020,15,100,36,"Import Quantity","Wheat","Guinea","India"
"643",103,2020,15,100,60,"Import Quantity","Wheat","Iraq","India"
"644",106,2020,15,100,0,"Import Quantity","Wheat","Italy","India"
"645",110,2020,15,100,22,"Import Quantity","Wheat","Japan","India"
"646",112,2020,15,100,1370,"Import Quantity","Wheat","Jordan","India"
"647",114,2020,15,100,98,"Import Quantity","Wheat","Kenya","India"
"648",118,2020,15,100,383,"Import Quantity","Wheat","Kuwait","India"
"649",121,2020,15,100,2,"Import Quantity","Wheat","Lebanon","India"
"650",123,2020,15,100,0,"Import Quantity","Wheat","Liberia","India"
"651",129,2020,15,100,12,"Import Quantity","Wheat","Madagascar","India"
"652",130,2020,15,100,53,"Import Quantity","Wheat","Malawi","India"
"653",131,2020,15,100,5163,"Import Quantity","Wheat","Malaysia","India"
"654",132,2020,15,100,0,"Import Quantity","Wheat","Maldives","India"
"655",137,2020,15,100,1,"Import Quantity","Wheat","Mauritius","India"
"656",144,2020,15,100,18,"Import Quantity","Wheat","Mozambique","India"
"657",28,2020,15,100,244,"Import Quantity","Wheat","Myanmar","India"
"658",149,2020,15,100,296186,"Import Quantity","Wheat","Nepal","India"
"659",156,2020,15,100,15,"Import Quantity","Wheat","New Zealand","India"
"660",159,2020,15,100,217,"Import Quantity","Wheat","Nigeria","India"
"661",221,2020,15,100,758,"Import Quantity","Wheat","Oman","India"
"662",171,2020,15,100,1426,"Import Quantity","Wheat","Philippines","India"
"663",179,2020,15,100,21316,"Import Quantity","Wheat","Qatar","India"
"664",184,2020,15,100,34,"Import Quantity","Wheat","Rwanda","India"
"665",195,2020,15,100,9,"Import Quantity","Wheat","Senegal","India"
"666",196,2020,15,100,206,"Import Quantity","Wheat","Seychelles","India"
"667",197,2020,15,100,18,"Import Quantity","Wheat","Sierra Leone","India"
"668",200,2020,15,100,51,"Import Quantity","Wheat","Singapore","India"
"669",201,2020,15,100,5448,"Import Quantity","Wheat","Somalia","India"
"670",202,2020,15,100,24,"Import Quantity","Wheat","South Africa","India"
"671",38,2020,15,100,72102,"Import Quantity","Wheat","Sri Lanka","India"
"672",276,2020,15,100,0,"Import Quantity","Wheat","Sudan","India"
"673",210,2020,15,100,0,"Import Quantity","Wheat","Sweden","India"
"674",216,2020,15,100,0,"Import Quantity","Wheat","Thailand","India"
"675",217,2020,15,100,4,"Import Quantity","Wheat","Togo","India"
"676",226,2020,15,100,718,"Import Quantity","Wheat","Uganda","India"
"677",225,2020,15,100,83490,"Import Quantity","Wheat","United Arab Emirates","India"
"678",229,2020,15,100,101,"Import Quantity","Wheat","United Kingdom of Great Britain and Northern Ireland","India"
"679",215,2020,15,100,45,"Import Quantity","Wheat","United Republic of Tanzania","India"
"680",231,2020,15,100,54,"Import Quantity","Wheat","United States of America","India"
"681",200,2020,15,101,0,"Import Quantity","Wheat","Singapore","Indonesia"
"682",33,2020,15,104,0,"Import Quantity","Wheat","Canada","Ireland"
"683",73,2020,15,104,0,"Import Quantity","Wheat","Georgia","Ireland"
"684",131,2020,15,104,3,"Import Quantity","Wheat","Malaysia","Ireland"
"685",229,2020,15,104,29711,"Import Quantity","Wheat","United Kingdom of Great Britain and Northern Ireland","Ireland"
"686",231,2020,15,104,0,"Import Quantity","Wheat","United States of America","Ireland"
"687",68,2020,15,105,7,"Import Quantity","Wheat","France","Israel"
"688",216,2020,15,105,4,"Import Quantity","Wheat","Thailand","Israel"
"689",3,2020,15,106,4534,"Import Quantity","Wheat","Albania","Italy"
"690",4,2020,15,106,48,"Import Quantity","Wheat","Algeria","Italy"
"691",9,2020,15,106,5,"Import Quantity","Wheat","Argentina","Italy"
"692",11,2020,15,106,462,"Import Quantity","Wheat","Austria","Italy"
"693",255,2020,15,106,223,"Import Quantity","Wheat","Belgium","Italy"
"694",80,2020,15,106,4,"Import Quantity","Wheat","Bosnia and Herzegovina","Italy"
"695",27,2020,15,106,89,"Import Quantity","Wheat","Bulgaria","Italy"
"696",33,2020,15,106,7,"Import Quantity","Wheat","Canada","Italy"
"697",96,2020,15,106,25,"Import Quantity","Wheat","China, Hong Kong SAR","Italy"
"698",128,2020,15,106,1,"Import Quantity","Wheat","China, Macao SAR","Italy"
"699",98,2020,15,106,30,"Import Quantity","Wheat","Croatia","Italy"
"700",50,2020,15,106,82,"Import Quantity","Wheat","Cyprus","Italy"
"701",167,2020,15,106,9,"Import Quantity","Wheat","Czechia","Italy"
"702",54,2020,15,106,75,"Import Quantity","Wheat","Denmark","Italy"
"703",63,2020,15,106,0,"Import Quantity","Wheat","Estonia","Italy"
"704",238,2020,15,106,7,"Import Quantity","Wheat","Ethiopia","Italy"
"705",68,2020,15,106,21748,"Import Quantity","Wheat","France","Italy"
"706",79,2020,15,106,5599,"Import Quantity","Wheat","Germany","Italy"
"707",84,2020,15,106,13332,"Import Quantity","Wheat","Greece","Italy"
"708",97,2020,15,106,151,"Import Quantity","Wheat","Hungary","Italy"
"709",103,2020,15,106,27,"Import Quantity","Wheat","Iraq","Italy"
"710",104,2020,15,106,4,"Import Quantity","Wheat","Ireland","Italy"
"711",105,2020,15,106,497,"Import Quantity","Wheat","Israel","Italy"
"712",110,2020,15,106,2,"Import Quantity","Wheat","Japan","Italy"
"713",112,2020,15,106,263,"Import Quantity","Wheat","Jordan","Italy"
"714",108,2020,15,106,265,"Import Quantity","Wheat","Kazakhstan","Italy"
"715",121,2020,15,106,53,"Import Quantity","Wheat","Lebanon","Italy"
"716",124,2020,15,106,5970,"Import Quantity","Wheat","Libya","Italy"
"717",126,2020,15,106,24,"Import Quantity","Wheat","Lithuania","Italy"
"718",256,2020,15,106,112,"Import Quantity","Wheat","Luxembourg","Italy"
